date,rtrnm,rfy,excess_return
1996-09-30,0.054173,0.0499770500729165,0.5843105724142892
1996-10-31,0.026131,0.0511202197185525,0.2596885555361715
1996-11-29,0.073376,0.05091128036781999,0.8000481859724892
1996-12-31,-0.021505,0.051409896822591,-0.3110072466067167
1997-01-31,0.061316999999999997,0.05121930114479999,0.6641763473422178
1997-02-28,0.005928,0.051938107281893,0.020291703273992844
1997-03-31,-0.042614,0.052850943092188504,-0.5740851694269045
1997-04-30,0.05840599999999999,0.0526646719463775,0.6298433005989357
1997-05-30,0.058577,0.0515016740763965,0.6328873325173031
1997-06-30,0.043453,0.05143941033874651,0.4602647771308062
1997-07-31,0.078123,0.051993174302415,0.851972167972057
1997-08-29,-0.057446000000000004,0.05181343282678601,-0.7604605558246222
1997-09-30,0.05315399999999999,0.05007965521831251,0.5726076318525395
1997-10-31,-0.034477999999999995,0.051630031908586,-0.4713780667899426
1997-11-28,0.044587,0.05260568421872851,0.47219040975862747
1997-12-31,0.015732,0.053101356857659,0.13557493414850577
1998-01-30,0.01015,0.0515016740763965,0.07096670788555773
1998-02-27,0.070449,0.052785435247869,0.7654987922910265
1998-03-31,0.049946,0.051307172452615506,0.5348304952693375
1998-04-30,0.009076,0.049426202988793994,0.06017718617749413
1998-05-29,-0.018826,0.049807731319871,-0.2766726157462646
1998-06-30,0.039438,0.05043412384571,0.4149586597264763
1998-07-31,-0.011615,0.050397964387772005,-0.1893648783636534
1998-08-31,-0.145797,0.048210702241709494,-1.9381215197224764
1998-09-30,0.06239600000000001,0.043095368341738494,0.6841282076646162
1998-10-30,0.080294,0.04306464353554549,0.8846355631915109
1998-11-30,0.059126,0.044619418251019505,0.6456758505187947
1998-12-31,0.056375,0.0443228113840535,0.6147501826175189
1999-01-29,0.041009,0.044345736371230494,0.43889462179927935
1999-02-26,-0.032283,0.046396327013427496,-0.4391392694569844
1999-03-31,0.038794,0.0445049407226485,0.41318206650332445
1999-04-30,0.037944,0.045140217207179,0.4027509450550672
1999-05-28,-0.02497,0.046088672311382,-0.34850260553655615
1999-06-30,0.054438,0.047402545699988,0.5897817494901724
1999-07-30,-0.032046,0.047062992276716994,-0.4368376565720871
1999-08-31,-0.006254,0.0489254910555465,-0.12304995649294861
1999-09-30,-0.028551999999999998,0.04804072027756,-0.3945328852496807
1999-10-29,0.062539,0.0504749566685255,0.6786935227227316
1999-11-30,0.019062,0.052514352630477,0.17540923306711828
1999-12-31,0.057844000000000007,0.05327337008634551,0.6228916844164063
2000-01-31,-0.050904000000000005,0.05634331808219599,-0.6817571607500117
2000-02-29,-0.020108,0.05729535361569651,-0.2994691038363574
2000-03-31,0.09672,0.05818167312047701,1.0513348533266407
2000-04-28,-0.030795999999999997,0.05777027832969751,-0.43152513682519744
2000-05-31,-0.021915,0.055799593143982,-0.3202027959561786
2000-06-30,0.023934,0.05825881428988851,0.2271999274785563
2000-07-31,-0.016341,0.06169022844508851,-0.25757403377755994
2000-08-31,0.060699,0.0625607107741785,0.6464557373262361
2000-09-29,-0.053483,0.06157727341664851,-0.7193519669728136
2000-10-31,-0.004949,0.06289392280084051,-0.12053074624503886
2000-11-30,-0.080069,0.061582494592562,-1.0612400552749164
2000-12-29,0.004053,0.058438816058262,-0.008257302775892546
2001-01-31,0.034637,0.04958355558145801,0.36021421497111455
2001-02-28,-0.092291,0.048300463392435995,-1.2091474824601092
2001-03-30,-0.064205,0.04270498542647801,-0.8381244071040829
2001-04-30,0.076814,0.038629029626747,0.8501785729502117
2001-05-31,0.00509,0.036027640743566,0.025531253147605626
2001-06-29,-0.025004,0.0362815993843505,-0.33950184766179226
2001-07-31,-0.010772,0.035187125964452504,-0.16454746481539745
2001-08-31,-0.064108,0.033418210505989004,-0.827934283976054
2001-09-28,-0.081723,0.023412240172654995,-1.0462166691088755
2001-10-31,0.018099,0.0202533447629855,0.19519498123066198
2001-11-30,0.07517599999999999,0.017832899913229498,0.8521366701219479
2001-12-31,0.007573999999999999,0.017118906596624,0.07357150606951349
2002-01-31,-0.015574000000000001,0.017578742584726997,-0.20578460906671145
2002-02-28,-0.020766,0.017553284111625503,-0.26921675189661387
2002-03-28,0.036739,0.017833336203566003,0.4152863322690034
2002-04-30,-0.06141799999999999,0.0175032082013825,-0.7779724310024602
2002-05-31,-0.009081,0.017221931778569,-0.1265451186232236
2002-06-28,-0.072465,0.016865576200970497,-0.919421923898395
2002-07-31,-0.07899500000000001,0.016917267390744502,-1.0042535304114026
2002-08-30,0.004881,0.016662339339175,0.0419044729263131
2002-09-30,-0.11001300000000001,0.015414045404068499,-1.4138775330712738
2002-10-31,0.086436,0.014346808687025502,0.9805865037780966
2002-11-29,0.05707,0.012184953567739,0.6538998437214394
2002-12-31,-0.060333000000000005,0.011931312200241502,-0.7586173568475587
2003-01-31,-0.027415,0.01167651558598,-0.34518251565673763
2003-02-28,-0.017004,0.0120578380963635,-0.2177884577321769
2003-03-31,0.008357999999999999,0.011015142381900999,0.08892426635067076
2003-04-30,0.081044,0.011117646363836999,0.9240705909749808
2003-05-30,0.050899,0.011117307418198502,0.584695895500025
2003-06-30,0.011322,0.0089833004559652,0.12615743976014682
2003-07-31,0.016224000000000002,0.009389454011119751,0.1837799204714013
2003-08-29,0.017873,0.00987220899107405,0.20275807400832774
2003-09-30,-0.011944,0.009364408124368551,-0.15351166601777613
2003-10-31,0.054962000000000004,0.0093385215169319,0.6327617807616243
2003-11-28,0.007129000000000001,0.00923690016918835,0.0760500048088225
2003-12-31,0.050765,0.009338760641664301,0.5849262198096907
2004-01-30,0.017276,0.0090844729218363,0.19649814282757397
2004-02-27,0.012209000000000001,0.00944014541109735,0.1362249896891002
2004-03-31,-0.016359000000000002,0.009338760641664301,-0.2072268547858532
2004-04-30,-0.016791,0.009643400839204801,-0.2128000038975089
2004-05-28,0.012083,0.010710658994601501,0.13347329355559667
2004-06-30,0.017988999999999998,0.0126176126004955,0.2014106769821065
2004-07-30,-0.034291,0.014321089427207499,-0.43293229994224197
2004-08-31,0.002287,0.015950423925018,0.011588112935127605
2004-09-30,0.009364,0.016993238581643498,0.09499468579152953
2004-10-29,0.014013999999999999,0.018978713307272,0.1481996771219152
2004-11-30,0.038595,0.022216232393582,0.4324530118361849
2004-12-31,0.032458,0.022214200465375998,0.36133734539778256
2005-01-31,-0.02529,0.024608140068231997,-0.3316936946163986
2005-02-28,0.018903,0.0273881612624695,0.19769888416873221
2005-03-31,-0.019118,0.027673021191351,-0.25893438856224094
2005-04-29,-0.020109000000000002,0.0288971514774415,-0.2722547578018611
2005-05-31,0.029952,0.029641164022179502,0.32493603346961153
2005-06-30,-0.000143,0.030915715155474005,-0.03216357382211061
2005-07-29,0.035968,0.033852701911701505,0.3907427526445358
2005-08-31,-0.011222,0.03492970298065,-0.1697588051912109
2005-09-30,0.0069489999999999994,0.0353354347794955,0.048374137881858265
2005-10-31,-0.017741,0.039334671006313,-0.2533838644005934
2005-11-30,0.035186,0.039330418313933996,0.3763967713335257
2005-12-30,-0.0009519999999999999,0.040606079109884,-0.051232753062295626
2006-01-31,0.025467,0.04445639212414349,0.25828087191219384
2006-02-28,0.000453,0.045969205801265504,-0.03950915613110493
2006-03-31,0.011065,0.0457810409462705,0.08728675516193196
2006-04-28,0.012187,0.0473450759584225,0.09910157381552373
2006-05-31,-0.030917,0.048146520211624,-0.4238835708265128
2006-06-30,8.7e-05,0.0495254753283225,-0.047294179171705225
2006-07-31,0.005086,0.050644028373472,0.011473983374531052
2006-08-31,0.021274,0.049965130709415,0.20385345556539788
2006-09-29,0.024566,0.048550563659465,0.24382050453552218
2006-10-31,0.031508,0.0504084478775125,0.32308262382828207
2006-11-30,0.016467,0.04999079475514551,0.14721327341930027
2006-12-29,0.012616,0.0498847123962555,0.10176461562532141
2007-01-31,0.014059,0.05071302006839099,0.11806406612776245
2007-02-28,-0.021846,0.050969761392285005,-0.314771205778055
2007-03-30,0.00998,0.049987357403441506,0.07038822059410751
2007-04-30,0.043291,0.0487688711519255,0.46094470718627073
2007-05-31,0.032549,0.04691216297793901,0.3385209938838792
2007-06-29,-0.017816,0.047627179261790005,-0.26224716327923125
2007-07-31,-0.031982,0.04902224937823099,-0.4379137013188189
2007-08-31,0.012863999999999999,0.041169368496417,0.1130390644922647
2007-09-28,0.035794,0.0377908051364985,0.3849251604466872
2007-10-31,0.014822,0.0389208434634175,0.1383762079738816
2007-11-30,-0.044043,0.0313486257952045,-0.5713754434904326
2007-12-31,-0.008628,0.032264021132816,-0.1357397089704922
2008-01-31,-0.061163,0.019310297954626,-0.7764870653073064
2008-02-29,-0.034761,0.018291186424472,-0.4426803939418642
2008-03-31,-0.00596,0.013099596596518501,-0.08474851912862112
2008-04-30,0.047547000000000006,0.013812906905751002,0.5436965083219574
2008-05-30,0.010674,0.0188004544048225,0.1087833101256841
2008-06-30,-0.085962,0.0172716145372875,-1.0957217504816466
2008-07-31,-0.009859,0.016662339339176,-0.1354201065838163
2008-08-29,0.012191,0.0171714264045685,0.12838179508733943
2008-09-30,-0.090791,0.0066970092594775,-1.1488381428000969
2008-10-31,-0.169425,0.00436206757119575,-2.231997144878141
2008-11-28,-0.074849,0.00030417839037474506,-0.9338838707278702
2008-12-31,0.007821999999999999,0.0011154348897123,0.09238398779616012
2009-01-30,-0.08565700000000001,0.0024087015823005503,-1.0769998581406435
2009-02-27,-0.109931,0.0025355149703503,-1.4000078000299576
2009-03-31,0.085405,0.00202830212861535,0.9814120228973278
2009-04-30,0.093925,0.0012675616993147998,1.0759989916714199
2009-05-29,0.053080999999999996,0.0013182701030471499,0.6193244372960931
2009-06-30,0.000196,0.0018507842775221,0.0005026958475155467
2009-07-31,0.074142,0.0017746941152554001,0.8564933191353082
2009-08-31,0.03356,0.0013689762034519498,0.39474180327349734
2009-09-30,0.035723000000000005,0.0011154348897123,0.42008198957329773
2009-10-30,-0.019762000000000002,0.00045627598289947,-0.23997472783688137
2009-11-30,0.057364,0.0005069753811582351,0.6688413746913505
2009-12-31,0.017771000000000002,0.000557677976579965,0.21082178073598615
2010-01-29,-0.036974,0.0007604882816005298,-0.4528586222996927
2010-02-26,0.028513999999999998,0.0011661401798833502,0.33621504412892567
2010-03-31,0.058796,0.0015211252250327502,0.6840689925373888
2010-04-30,0.014759,0.0015718326570520501,0.17424315190461578
2010-05-28,-0.081976,0.0015718326570520501,-1.027951537571543
2010-06-30,-0.053882000000000006,0.0017239859503841498,-0.6663782853490822
2010-07-30,0.06877799999999999,0.00141969322226,0.7967725906620732
2010-08-31,-0.047449,0.0011661345802534001,-0.5845050164644918
2010-09-30,0.087551,0.0015718360454859998,1.0055699511896272
2010-10-29,0.036856,0.0011661401798833502,0.4331512292686893
2010-11-30,-0.00229,0.0016732736360612998,-0.029183387992018445
2010-12-31,0.0653,0.00121684952020545,0.7578612858612913
2011-01-31,0.022646,0.0014196849277909001,0.26730195420506475
2011-02-28,0.031957,0.00136897363239775,0.37611595685318566
2011-03-31,-0.001047,0.000937957603923415,-0.013508099845088894
2011-04-29,0.028495,0.000405576151588975,0.33675332987634105
2011-05-31,-0.013500999999999999,0.00050697849737111,-0.16362245648388973
2011-06-30,-0.018258,0.000152086537037645,-0.22127288622805355
2011-07-29,-0.021474,0.000937956390748255,-0.2614325713818114
2011-08-31,-0.056790999999999994,0.0001013905083333915,-0.7017100392058737
2011-09-30,-0.071762,0.00020278316426310502,-0.893808125330784
2011-10-31,0.107723,2.53476050750085e-05,1.2276533375547631
2011-11-30,-0.005059,3.238812260010146e-10,-0.06086208109262864
2011-12-30,0.008533,0.000101390473127135,0.10186021155776531
2012-01-31,0.043583,0.00055767883573273,0.511362289188071
2012-02-29,0.040589,0.0007604898732489499,0.47668258707669225
2012-03-30,0.031332,0.0007097846471137799,0.36950451501615716
2012-04-30,-0.007497,0.000912599555178425,-0.09121510845339569
2012-05-31,-0.062651,0.0006590822451380752,-0.7770540744682175
2012-06-29,0.039555,0.000836544684204045,0.4646766486541204
2012-07-31,0.012598,0.000988666263933275,0.14924348740249585
2012-08-31,0.019763,0.0008618974523448248,0.2339814420504943
2012-09-28,0.024236,0.00091260298863394,0.28645143894197567
2012-10-31,-0.019788999999999998,0.0011154348897123,-0.24096390569572118
2012-11-30,0.0028469999999999997,0.0007604882816005298,0.03335526039684176
2012-12-31,0.0070680000000000005,0.00045627511673828003,0.08406149412986848
2013-01-31,0.050428,0.000735137529593305,0.589637534507354
2013-02-28,0.011061,0.00106472495794745,0.13093913568603796
2013-03-28,0.035988,0.00076048907742364,0.42350652905136593
2013-04-30,0.018086,0.0005323278478318801,0.2145605409659691
2013-05-31,0.020763,0.000354876954086075,0.24624982843959098
2013-06-28,-0.014999,0.000354876954086075,-0.18170628498579844
2013-07-31,0.049462,0.00035487730617396506,0.5789770085087759
2013-08-30,-0.031298,0.00022813156765021998,-0.3818070807004692
2013-09-30,0.029749,0.00015208639621110503,0.35162892385682015
2013-10-31,0.044596,0.00035487713013007997,0.5232076793735224
2013-11-29,0.028049,0.0006083792798314149,0.33134578090780425
2013-12-31,0.023563,0.0006844347577618401,0.2787919319743085
2014-01-31,-0.035583,0.00015208650183073,-0.4349301384183878
2014-02-28,0.043117,0.0005069764480322399,0.5060533057193703
2014-03-31,0.006931999999999999,0.00030417799956453497,0.08259287802337226
2014-04-30,0.006201,0.00030417962270821997,0.07387810158401763
2014-05-30,0.02103,0.00030417839037474506,0.2494389283674012
2014-06-30,0.019058000000000002,0.00022813127895088498,0.2263159487596451
2014-07-31,-0.015080000000000001,0.00022813156765021998,-0.18256641814011046
2014-08-29,0.037655,0.00025348055197932997,0.4433068662212173
2014-09-30,-0.015513999999999998,0.000101390420317984,-0.18772860232693253
2014-10-31,0.023201,0.000101390473127135,0.2751299979631911
2014-11-28,0.024534,0.000101390473127135,0.290753115465653
2014-12-31,-0.004189,0.0004055766093106149,-0.050779075667835995
2015-01-30,-0.031041000000000003,5.069507813538e-05,-0.37844644956967677
2015-02-27,0.054893,0.000101390473127135,0.6411706944690603
2015-03-31,-0.017396000000000002,0.000278829430674625,-0.21086785164565
2015-04-30,0.008520999999999999,5.0695085176355e-05,0.10176812059732483
2015-05-29,0.010491,5.069507813538e-05,0.12518552228604982
2015-06-30,-0.021012,0.00022813171199984498,-0.2550588328810995
2015-07-31,0.019742,0.00063373014624101,0.23396232007224213
2015-08-31,-0.062581,2.5347609475449503e-05,-0.7755244457314243
2015-09-30,-0.026443,-0.000202760937325085,-0.3213840696969541
2015-10-30,0.082983,0.0007604882816005298,0.9558710498399459
2015-11-30,0.000505,0.00164789372595955,0.004411932926054734
2015-12-31,-0.01753,0.0017747061293250498,-0.21399877387170335
2016-01-29,-0.050735,0.0031442744365471503,-0.6279466780972363
2016-02-29,-0.004128,0.0031949665451195997,-0.05282839803356074
2016-03-31,0.065991,0.00200293064496975,0.7648576677215468
2016-04-29,0.002699,0.00212972703730405,0.030216908496195682
2016-05-31,0.015328999999999999,0.00334726063380565,0.17921070381451526
2016-06-30,0.000906,0.0026369780670298998,0.008233570616176241
2016-07-29,0.03561,0.0025355159220604,0.4173551941139182
2016-08-31,-0.001219,0.003321876499213,-0.01795329427410757
2016-09-30,-0.001234,0.0027891536430734,-0.01760241523086818
2016-10-31,-0.019426,0.0030427701107718997,-0.2384441242004832
2016-11-30,0.034174,0.0048442758081145,0.39840390544722104
2016-12-30,0.018201,0.00497110129454955,0.21148934916441323
2017-01-31,0.017884,0.0051742429428725005,0.20755065004881093
2017-02-28,0.037198,0.00613882659373805,0.43215409618643746
2017-03-31,-0.000389,0.007535120779039399,-0.012175781726686643
2017-04-28,0.009091,0.00794145153791355,0.10068902314955118
2017-05-31,0.011576000000000001,0.0097198830550904,0.12844118000139898
2017-06-30,0.004814,0.0101515839808,0.04752899432789036
2017-07-31,0.019349,0.0107610114840425,0.21926673506960795
2017-08-31,0.000546,0.00992302844343545,-0.003323906532316386
2017-09-29,0.019303,0.010507350072189498,0.21897619307707925
2017-10-31,0.022188,0.0114482781576455,0.2519618922552828
2017-11-30,0.028082999999999997,0.0125919672806305,0.31983748912441445
2017-12-29,0.009831999999999999,0.013812383588051001,0.10368990260611848
2018-01-31,0.056179,0.014576049052271002,0.6414213023644878
2018-02-28,-0.038947,0.0154319710479555,-0.49202275697379294
2018-03-29,-0.026885000000000003,0.017018693500272502,-0.3439116493459826
2018-04-30,0.002719,0.018191156359623498,0.014556045590979744
2018-05-31,0.021608000000000002,0.018953740148045004,0.23775792280223065
2018-06-29,0.004842,0.019106045891989498,0.039037965240795586
2018-07-31,0.036022000000000005,0.0202284293757525,0.40463399700525216
2018-08-31,0.030262999999999998,0.020940078534142995,0.33704546498117427
2018-09-28,0.004294,0.021959344054146502,0.02969597484484028
2018-10-31,-0.06940299999999999,0.023209771916205497,-0.8860920812259777
2018-11-30,0.017859,0.023488722809539498,0.18919971211249362
2018-12-31,-0.091777,0.0235374307099835,-1.1784487265828707
2019-01-31,0.078684,0.023820943465061997,0.8853597040133122
2019-02-28,0.029729000000000002,0.0242799367723165,0.327558064909959
2019-03-29,0.017924000000000002,0.023794667781548,0.18966712306780578
2019-04-30,0.039313,0.024154034979161,0.43885207534867055
2019-05-31,-0.065778,0.023386746280882997,-0.8396116461951632
2019-06-28,0.06892999999999999,0.020812688754182497,0.7792987139457409
2019-07-31,0.013128,0.020227879347373003,0.13648488219374783
2019-08-30,-0.018092,0.019717832376859,-0.23861789055171992
2019-09-30,0.017181000000000002,0.0180861507759495,0.18649636595664865
2019-10-31,0.020432,0.0153899042941265,0.22744012364440544
2019-11-29,0.034047,0.0157203593508835,0.3861646807716765
2019-12-31,0.028589999999999997,0.015416000720063501,0.32296880685787344
